ORIGIN,DESTINATION,count,reverse_count,round_trips,ROUTE
ORD,GSP,472,477,472,ORD-GSP
GSP,ORD,477,472,472,GSP-ORD
ORD,FSD,471,471,471,ORD-FSD
FSD,ORD,471,471,471,FSD-ORD
DCA,JAX,477,471,471,DCA-JAX
JAX,DCA,471,477,471,JAX-DCA
PIA,ORD,470,474,470,PIA-ORD
ORD,PIA,474,470,470,ORD-PIA
LIT,ORD,469,475,469,LIT-ORD
ORD,LIT,475,469,469,ORD-LIT
IND,DCA,470,468,468,IND-DCA
DCA,IND,468,470,468,DCA-IND
RDU,TPA,467,467,467,RDU-TPA
MSP,OMA,467,467,467,MSP-OMA
PHL,PIT,470,467,467,PHL-PIT
PIT,PHL,467,470,467,PIT-PHL
TPA,RDU,467,467,467,TPA-RDU
STL,DAL,467,479,467,STL-DAL
OMA,MSP,467,467,467,OMA-MSP
DAL,STL,479,467,467,DAL-STL
BWI,CVG,466,467,466,BWI-CVG
CVG,BWI,467,466,466,CVG-BWI
IAH,SEA,466,465,465,IAH-SEA
SLC,MSP,466,465,465,SLC-MSP
MSP,SLC,465,466,465,MSP-SLC
SEA,IAH,465,466,465,SEA-IAH
KOA,LAX,464,464,464,KOA-LAX
LNY,HNL,466,464,464,LNY-HNL
LAX,KOA,464,464,464,LAX-KOA
HNL,LNY,464,466,464,HNL-LNY
ORD,FNT,463,463,463,ORD-FNT
FNT,ORD,463,463,463,FNT-ORD
PHL,PWM,466,462,462,PHL-PWM
MKE,DEN,462,466,462,MKE-DEN
DEN,MKE,466,462,462,DEN-MKE
PWM,PHL,462,466,462,PWM-PHL
ECP,ATL,461,462,461,ECP-ATL
ATL,ECP,462,461,461,ATL-ECP
LAX,BWI,462,460,460,LAX-BWI
BWI,LAX,460,462,460,BWI-LAX
LGA,MDW,459,462,459,LGA-MDW
MDW,BNA,475,459,459,MDW-BNA
MDW,LGA,462,459,459,MDW-LGA
MSY,FLL,460,459,459,MSY-FLL
BNA,MDW,459,475,459,BNA-MDW
FLL,MSY,459,460,459,FLL-MSY
DCA,CVG,458,461,458,DCA-CVG
CVG,DCA,461,458,458,CVG-DCA
MDW,DCA,457,466,457,MDW-DCA
DCA,MDW,466,457,457,DCA-MDW
ATL,HPN,460,456,456,ATL-HPN
BDL,BWI,458,456,456,BDL-BWI
BWI,BDL,456,458,456,BWI-BDL
HPN,ATL,456,460,456,HPN-ATL
JFK,BTV,458,455,455,JFK-BTV
DFW,RDU,455,457,455,DFW-RDU
PHX,OMA,456,455,455,PHX-OMA
OMA,PHX,455,456,455,OMA-PHX
ATL,SHV,455,455,455,ATL-SHV
BTV,JFK,455,458,455,BTV-JFK
RDU,DFW,457,455,455,RDU-DFW
SHV,ATL,455,455,455,SHV-ATL
DEN,MIA,454,454,454,DEN-MIA
MIA,DEN,454,454,454,MIA-DEN
GSO,ORD,457,453,453,GSO-ORD
PHX,STL,463,453,453,PHX-STL
ELP,DEN,453,455,453,ELP-DEN
DEN,ELP,455,453,453,DEN-ELP
STL,PHX,453,463,453,STL-PHX
ORD,GSO,453,457,453,ORD-GSO
MKE,DTW,452,453,452,MKE-DTW
DTW,MKE,453,452,452,DTW-MKE
DFW,BHM,452,453,452,DFW-BHM
BHM,DFW,453,452,452,BHM-DFW
ORD,FAR,458,450,450,ORD-FAR
FAR,ORD,450,458,450,FAR-ORD
MIA,JAX,450,450,450,MIA-JAX
ORD,CAK,453,450,450,ORD-CAK
CAK,ORD,450,453,450,CAK-ORD
JAX,MIA,450,450,450,JAX-MIA
DAL,LAS,454,449,449,DAL-LAS
LAS,DAL,449,454,449,LAS-DAL
LAS,AUS,448,448,448,LAS-AUS
AUS,LAS,448,448,448,AUS-LAS
CMH,MCO,448,447,447,CMH-MCO
MCO,CMH,447,448,447,MCO-CMH
SEA,FAI,444,445,444,SEA-FAI
FAI,SEA,445,444,444,FAI-SEA
BDL,FLL,443,444,443,BDL-FLL
FLL,BDL,444,443,443,FLL-BDL
HOU,SAT,442,449,442,HOU-SAT
LAS,BOS,442,443,442,LAS-BOS
SAT,HOU,449,442,442,SAT-HOU
BOS,LAS,443,442,442,BOS-LAS
IAH,MEM,441,440,440,IAH-MEM
ALB,PHL,440,440,440,ALB-PHL
MEM,IAH,440,441,440,MEM-IAH
PHL,ALB,440,440,440,PHL-ALB
JFK,MSY,439,440,439,JFK-MSY
MSY,JFK,440,439,439,MSY-JFK
LAS,CLT,439,437,437,LAS-CLT
CLT,LAS,437,439,437,CLT-LAS
PIT,IAH,437,436,436,PIT-IAH
BIS,MSP,436,437,436,BIS-MSP
IAH,PIT,436,437,436,IAH-PIT
MSP,BIS,437,436,436,MSP-BIS
PSP,DEN,435,440,435,PSP-DEN
STL,IAH,437,435,435,STL-IAH
IAH,STL,435,437,435,IAH-STL
MSP,BWI,435,437,435,MSP-BWI
DEN,PSP,440,435,435,DEN-PSP
BWI,MSP,437,435,435,BWI-MSP
PHL,CMH,433,434,433,PHL-CMH
TPA,MSP,434,433,433,TPA-MSP
RSW,PHL,433,435,433,RSW-PHL
PHL,RSW,435,433,433,PHL-RSW
CMH,PHL,434,433,433,CMH-PHL
MSP,TPA,433,434,433,MSP-TPA
FLL,BNA,432,436,432,FLL-BNA
DTW,SEA,432,432,432,DTW-SEA
BOS,SEA,433,432,432,BOS-SEA
SEA,BOS,432,433,432,SEA-BOS
BNA,FLL,436,432,432,BNA-FLL
SEA,DTW,432,432,432,SEA-DTW
CLE,BOS,431,433,431,CLE-BOS
BOS,CLE,433,431,431,BOS-CLE
MKE,PHX,435,430,430,MKE-PHX
JAN,IAH,430,431,430,JAN-IAH
IAH,JAN,431,430,430,IAH-JAN
PHX,MKE,430,435,430,PHX-MKE
SYR,JFK,431,429,429,SYR-JFK
JFK,SYR,429,431,429,JFK-SYR
SFO,ONT,427,429,427,SFO-ONT
ONT,SFO,429,427,427,ONT-SFO
SLC,SNA,426,426,426,SLC-SNA
BUF,MCO,426,427,426,BUF-MCO
SLC,RNO,428,426,426,SLC-RNO
RNO,SLC,426,428,426,RNO-SLC
MKE,CLT,426,430,426,MKE-CLT
SNA,SLC,426,426,426,SNA-SLC
CLT,MKE,430,426,426,CLT-MKE
MCO,BUF,427,426,426,MCO-BUF
IAH,BHM,427,425,425,IAH-BHM
CVG,DTW,426,425,425,CVG-DTW
BHM,IAH,425,427,425,BHM-IAH
DTW,CVG,425,426,425,DTW-CVG
FAT,PHX,425,427,425,FAT-PHX
PHX,FAT,427,425,425,PHX-FAT
HOU,LAS,424,425,424,HOU-LAS
TRI,CLT,425,424,424,TRI-CLT
PBI,HPN,430,424,424,PBI-HPN
CLT,TRI,424,425,424,CLT-TRI
LAS,HOU,425,424,424,LAS-HOU
HPN,PBI,424,430,424,HPN-PBI
IND,PHL,423,427,423,IND-PHL
BOI,SFO,428,423,423,BOI-SFO
SFO,BOI,423,428,423,SFO-BOI
PHL,IND,427,423,423,PHL-IND
LEX,CLT,423,423,423,LEX-CLT
CLT,LEX,423,423,423,CLT-LEX
SAT,CLT,424,423,423,SAT-CLT
CLT,SAT,423,424,423,CLT-SAT
JFK,BWI,422,424,422,JFK-BWI
BWI,JFK,424,422,422,BWI-JFK
MCO,DAL,422,431,422,MCO-DAL
DAL,MCO,431,422,422,DAL-MCO
CMH,EWR,421,422,421,CMH-EWR
BZN,DEN,422,421,421,BZN-DEN
EWR,CMH,422,421,421,EWR-CMH
DEN,BZN,421,422,421,DEN-BZN
MIA,SFO,422,421,421,MIA-SFO
IAH,MCI,426,421,421,IAH-MCI
MCI,IAH,421,426,421,MCI-IAH
SFO,MIA,421,422,421,SFO-MIA
DTW,ELM,422,420,420,DTW-ELM
ELM,DTW,420,422,420,ELM-DTW
MFR,SEA,419,420,419,MFR-SEA
SEA,MFR,420,419,419,SEA-MFR
DAB,CLT,419,420,419,DAB-CLT
FAY,ATL,419,420,419,FAY-ATL
ATL,FAY,420,419,419,ATL-FAY
CLT,DAB,420,419,419,CLT-DAB
ATL,OMA,418,418,418,ATL-OMA
MHT,PHL,418,424,418,MHT-PHL
PHL,MHT,424,418,418,PHL-MHT
OMA,ATL,418,418,418,OMA-ATL
MSP,BNA,421,417,417,MSP-BNA
BNA,MSP,417,421,417,BNA-MSP
MHT,BWI,417,419,417,MHT-BWI
BWI,MHT,419,417,417,BWI-MHT
DFW,SDF,419,416,416,DFW-SDF
SDF,DFW,416,419,416,SDF-DFW
PHF,CLT,428,415,415,PHF-CLT
ORF,ORD,420,415,415,ORF-ORD
CLT,PHF,415,428,415,CLT-PHF
ORD,ORF,415,420,415,ORD-ORF
BUF,EWR,414,421,414,BUF-EWR
IAH,MOB,416,414,414,IAH-MOB
EWR,BUF,421,414,414,EWR-BUF
MOB,IAH,414,416,414,MOB-IAH
EWR,SAN,415,413,413,EWR-SAN
ATL,ILM,413,413,413,ATL-ILM
ATL,GRR,413,413,413,ATL-GRR
GRR,ATL,413,413,413,GRR-ATL
ILM,ATL,413,413,413,ILM-ATL
SAN,EWR,413,415,413,SAN-EWR
IND,DFW,412,412,412,IND-DFW
DEN,DSM,413,412,412,DEN-DSM
CAK,CLT,412,415,412,CAK-CLT
CLT,CAK,415,412,412,CLT-CAK
DFW,IND,412,412,412,DFW-IND
DSM,DEN,412,413,412,DSM-DEN
ATL,ROA,413,411,411,ATL-ROA
MCI,LAS,412,411,411,MCI-LAS
MSP,SAN,411,412,411,MSP-SAN
LAS,MCI,411,412,411,LAS-MCI
ATL,GPT,412,411,411,ATL-GPT
SAN,MSP,412,411,411,SAN-MSP
ROA,ATL,411,413,411,ROA-ATL
GPT,ATL,411,412,411,GPT-ATL
CLE,PHL,411,412,411,CLE-PHL
PHL,CLE,412,411,411,PHL-CLE
IAH,CVG,410,410,410,IAH-CVG
CVG,IAH,410,410,410,CVG-IAH
SAN,DAL,410,414,410,SAN-DAL
DAL,SAN,414,410,410,DAL-SAN
CVG,MSP,411,409,409,CVG-MSP
MSP,CVG,409,411,409,MSP-CVG
MDW,LAX,411,408,408,MDW-LAX
CVG,DEN,408,413,408,CVG-DEN
DAL,ABQ,409,408,408,DAL-ABQ
ABQ,DAL,408,409,408,ABQ-DAL
LAX,MDW,408,411,408,LAX-MDW
DEN,CVG,413,408,408,DEN-CVG
BNA,DAL,407,422,407,BNA-DAL
DAL,BNA,422,407,407,DAL-BNA
SFO,RNO,412,407,407,SFO-RNO
GFK,MSP,407,410,407,GFK-MSP
RNO,SFO,407,412,407,RNO-SFO
MSP,GFK,410,407,407,MSP-GFK
JAX,BOS,407,409,407,JAX-BOS
BOS,JAX,409,407,407,BOS-JAX
DAB,ATL,406,406,406,DAB-ATL
MSP,IND,407,406,406,MSP-IND
HOU,PHX,406,428,406,HOU-PHX
ATL,DAB,406,406,406,ATL-DAB
EYW,MIA,406,406,406,EYW-MIA
JAX,DFW,406,409,406,JAX-DFW
PHX,HOU,428,406,406,PHX-HOU
MIA,EYW,406,406,406,MIA-EYW
IND,MSP,406,407,406,IND-MSP
DFW,JAX,409,406,406,DFW-JAX
ATL,CHO,407,405,405,ATL-CHO
CHO,ATL,405,407,405,CHO-ATL
LAS,SAT,416,404,404,LAS-SAT
SAT,LAS,404,416,404,SAT-LAS
JFK,BNA,403,405,403,JFK-BNA
DAL,LBB,406,403,403,DAL-LBB
LBB,DAL,403,406,403,LBB-DAL
IAH,CLE,408,403,403,IAH-CLE
BNA,JFK,405,403,403,BNA-JFK
CLE,IAH,403,408,403,CLE-IAH
LAX,LIH,402,402,402,LAX-LIH
DFW,ONT,404,402,402,DFW-ONT
ASE,LAX,402,434,402,ASE-LAX
LAX,ASE,434,402,402,LAX-ASE
DTW,CLE,402,404,402,DTW-CLE
LAX,HOU,402,408,402,LAX-HOU
ONT,DFW,402,404,402,ONT-DFW
HOU,LAX,408,402,402,HOU-LAX
CLE,DTW,404,402,402,CLE-DTW
LIH,LAX,402,402,402,LIH-LAX
PDX,MFR,403,401,401,PDX-MFR
MFR,PDX,401,403,401,MFR-PDX
MBS,DTW,400,401,400,MBS-DTW
MSN,MSP,400,400,400,MSN-MSP
MSP,MSN,400,400,400,MSP-MSN
DTW,MBS,401,400,400,DTW-MBS
DCA,PWM,399,399,399,DCA-PWM
LAS,BWI,399,411,399,LAS-BWI
PWM,DCA,399,399,399,PWM-DCA
LAX,STL,399,403,399,LAX-STL
STL,LAX,403,399,399,STL-LAX
MCI,DTW,400,399,399,MCI-DTW
DTW,MCI,399,400,399,DTW-MCI
BWI,LAS,411,399,399,BWI-LAS
BNA,RDU,401,398,398,BNA-RDU
RDU,BNA,398,401,398,RDU-BNA
LGA,DAL,397,399,397,LGA-DAL
DAL,LGA,399,397,397,DAL-LGA
DTW,PIT,401,397,397,DTW-PIT
PIT,DTW,397,401,397,PIT-DTW
BDL,PHL,397,397,397,BDL-PHL
PHL,BDL,397,397,397,PHL-BDL
MDT,PHL,396,398,396,MDT-PHL
BHM,ORD,396,398,396,BHM-ORD
DTW,SFO,396,396,396,DTW-SFO
SFO,DTW,396,396,396,SFO-DTW
PHL,MDT,398,396,396,PHL-MDT
ORD,BHM,398,396,396,ORD-BHM
DEN,CLE,400,396,396,DEN-CLE
CLE,DEN,396,400,396,CLE-DEN
AUS,CLT,395,395,395,AUS-CLT
CLT,AUS,395,395,395,CLT-AUS
ORD,IAD,395,396,395,ORD-IAD
IAD,ORD,396,395,395,IAD-ORD
BWI,ALB,395,394,394,BWI-ALB
EWR,JAX,394,394,394,EWR-JAX
HOU,HRL,394,394,394,HOU-HRL
ALB,BWI,394,395,394,ALB-BWI
PHL,ROC,399,394,394,PHL-ROC
HRL,HOU,394,394,394,HRL-HOU
ROC,PHL,394,399,394,ROC-PHL
JAX,EWR,394,394,394,JAX-EWR
PHX,MCO,393,394,393,PHX-MCO
MCO,PHX,394,393,393,MCO-PHX
ORF,JFK,394,393,393,ORF-JFK
JFK,ORF,393,394,393,JFK-ORF
HPN,DCA,392,396,392,HPN-DCA
DTW,MSN,393,392,392,DTW-MSN
MSN,DTW,392,393,392,MSN-DTW
DCA,HPN,396,392,392,DCA-HPN
DAL,DCA,407,391,391,DAL-DCA
SMF,DFW,391,391,391,SMF-DFW
DFW,SMF,391,391,391,DFW-SMF
DCA,DAL,391,407,391,DCA-DAL
PHL,BUF,393,390,390,PHL-BUF
ATL,TUL,390,390,390,ATL-TUL
BUF,PHL,390,393,390,BUF-PHL
DEN,RNO,403,390,390,DEN-RNO
RNO,DEN,390,403,390,RNO-DEN
TUL,ATL,390,390,390,TUL-ATL
DFW,SJT,391,389,389,DFW-SJT
PHL,PVD,389,389,389,PHL-PVD
MDW,CMH,394,389,389,MDW-CMH
CRW,CLT,389,413,389,CRW-CLT
CLT,CRW,413,389,389,CLT-CRW
PVD,PHL,389,389,389,PVD-PHL
PNS,IAH,389,391,389,PNS-IAH
IAH,PNS,391,389,389,IAH-PNS
SJT,DFW,389,391,389,SJT-DFW
CMH,MDW,389,394,389,CMH-MDW
LGA,SDF,389,393,389,LGA-SDF
SDF,LGA,393,389,389,SDF-LGA
MDW,TPA,390,388,388,MDW-TPA
TPA,MDW,388,390,388,TPA-MDW
ORD,LAN,388,387,387,ORD-LAN
LAN,ORD,387,388,387,LAN-ORD
ICT,DEN,386,386,386,ICT-DEN
ORD,HPN,395,386,386,ORD-HPN
MKE,MCO,392,386,386,MKE-MCO
BWI,PVD,388,386,386,BWI-PVD
DEN,ICT,386,386,386,DEN-ICT
PVD,BWI,386,388,386,PVD-BWI
HPN,ORD,386,395,386,HPN-ORD
MCO,MKE,386,392,386,MCO-MKE
SBN,ORD,385,392,385,SBN-ORD
ORD,SBN,392,385,385,ORD-SBN
EWR,ORF,386,384,384,EWR-ORF
ABQ,IAH,384,385,384,ABQ-IAH
ORF,EWR,384,386,384,ORF-EWR
IAH,ABQ,385,384,384,IAH-ABQ
ORD,AZO,386,384,384,ORD-AZO
MAF,DAL,384,387,384,MAF-DAL
DAL,MAF,387,384,384,DAL-MAF
AZO,ORD,384,386,384,AZO-ORD
SFO,SMF,388,383,383,SFO-SMF
SMF,SFO,383,388,383,SMF-SFO
DEN,OAK,395,383,383,DEN-OAK
OAK,DEN,383,395,383,OAK-DEN
CWA,ORD,383,382,382,CWA-ORD
ORD,CWA,382,383,382,ORD-CWA
DFW,PDX,381,381,381,DFW-PDX
PDX,ORD,382,381,381,PDX-ORD
PDX,DFW,381,381,381,PDX-DFW
ORD,PDX,381,382,381,ORD-PDX
ORD,EVV,384,380,380,ORD-EVV
LAN,DTW,380,380,380,LAN-DTW
DTW,LAN,380,380,380,DTW-LAN
EWR,SEA,383,380,380,EWR-SEA
IAH,XNA,380,381,380,IAH-XNA
XNA,IAH,381,380,380,XNA-IAH
EVV,ORD,380,384,380,EVV-ORD
SEA,EWR,380,383,380,SEA-EWR
SFO,DAL,379,387,379,SFO-DAL
RDU,DEN,382,379,379,RDU-DEN
DAL,SFO,387,379,379,DAL-SFO
RIC,EWR,379,379,379,RIC-EWR
DEN,RDU,379,382,379,DEN-RDU
EWR,RIC,379,379,379,EWR-RIC
ATL,MLB,377,377,377,ATL-MLB
MLB,ATL,377,377,377,MLB-ATL
ALB,EWR,380,376,376,ALB-EWR
EWR,ALB,376,380,376,EWR-ALB
MDW,PHL,384,376,376,MDW-PHL
PHL,MDW,376,384,376,PHL-MDW
DTW,SLC,377,375,375,DTW-SLC
TPA,MSY,377,375,375,TPA-MSY
FSD,DEN,375,378,375,FSD-DEN
MSY,TPA,375,377,375,MSY-TPA
DEN,FSD,378,375,375,DEN-FSD
SLC,DTW,375,377,375,SLC-DTW
DCA,MCI,373,381,373,DCA-MCI
COS,ORD,373,374,373,COS-ORD
RSW,MDW,414,373,373,RSW-MDW
ORD,COS,374,373,373,ORD-COS
MCI,DCA,381,373,373,MCI-DCA
MDW,RSW,373,414,373,MDW-RSW
ASE,ORD,372,414,372,ASE-ORD
DTW,BUF,372,373,372,DTW-BUF
BNA,TPA,377,372,372,BNA-TPA
CHS,JFK,373,372,372,CHS-JFK
MDW,CVG,372,379,372,MDW-CVG
EWR,BTV,384,372,372,EWR-BTV
ORD,ASE,414,372,372,ORD-ASE
JFK,CHS,372,373,372,JFK-CHS
BUF,DTW,373,372,372,BUF-DTW
BTV,EWR,372,384,372,BTV-EWR
TPA,BNA,372,377,372,TPA-BNA
CVG,MDW,379,372,372,CVG-MDW
ATL,SJU,371,371,371,ATL-SJU
SJU,ATL,371,371,371,SJU-ATL
CHA,ORD,369,370,369,CHA-ORD
ORD,CHA,370,369,369,ORD-CHA
SJU,EWR,368,368,368,SJU-EWR
EWR,SJU,368,368,368,EWR-SJU
ORD,PSP,372,367,367,ORD-PSP
RDU,FLL,367,368,367,RDU-FLL
SJC,AUS,376,367,367,SJC-AUS
AUS,SJC,367,376,367,AUS-SJC
FLL,RDU,368,367,367,FLL-RDU
PSP,ORD,367,372,367,PSP-ORD
PBI,BWI,367,366,366,PBI-BWI
BWI,PBI,366,367,366,BWI-PBI
IAD,IAH,365,367,365,IAD-IAH
IAH,IAD,367,365,365,IAH-IAD
RSW,DCA,364,364,364,RSW-DCA
ATL,BUF,366,364,364,ATL-BUF
DFW,PNS,364,364,364,DFW-PNS
DCA,RSW,364,364,364,DCA-RSW
BUF,ATL,364,366,364,BUF-ATL
PNS,DFW,364,364,364,PNS-DFW
MCO,HOU,364,368,364,MCO-HOU
HOU,MCO,368,364,364,HOU-MCO
EWR,AUS,363,365,363,EWR-AUS
AUS,EWR,365,363,363,AUS-EWR
DTW,MIA,363,363,363,DTW-MIA
MIA,DTW,363,363,363,MIA-DTW
PHL,BTV,362,366,362,PHL-BTV
CRW,ATL,362,364,362,CRW-ATL
IND,IAH,362,365,362,IND-IAH
BTV,PHL,366,362,362,BTV-PHL
IAH,IND,365,362,362,IAH-IND
ATL,CRW,364,362,362,ATL-CRW
SEA,BLI,365,362,362,SEA-BLI
BLI,SEA,362,365,362,BLI-SEA
MOT,MSP,362,361,361,MOT-MSP
SEA,OGG,361,361,361,SEA-OGG
OGG,SEA,361,361,361,OGG-SEA
MSP,MOT,361,362,361,MSP-MOT
MSP,PDX,361,360,360,MSP-PDX
PDX,MSP,360,361,360,PDX-MSP
IAH,TUS,363,360,360,IAH-TUS
TUS,IAH,360,363,360,TUS-IAH
PHL,PBI,360,359,359,PHL-PBI
SJU,TPA,364,359,359,SJU-TPA
PBI,PHL,359,360,359,PBI-PHL
TPA,SJU,359,364,359,TPA-SJU
CLT,SFO,358,359,358,CLT-SFO
SFO,CLT,359,358,358,SFO-CLT
EWR,MDW,356,359,356,EWR-MDW
MDW,EWR,359,356,356,MDW-EWR
DCA,LAX,356,357,356,DCA-LAX
LAX,DCA,357,356,356,LAX-DCA
TPA,BDL,356,359,356,TPA-BDL
BDL,TPA,359,356,356,BDL-TPA
MIA,MSY,355,357,355,MIA-MSY
MSY,MIA,357,355,355,MSY-MIA
MEM,DEN,355,357,355,MEM-DEN
DTW,MSY,355,356,355,DTW-MSY
ELP,LAX,355,356,355,ELP-LAX
BWI,PHX,355,364,355,BWI-PHX
PHX,BWI,364,355,355,PHX-BWI
SYR,PHL,355,357,355,SYR-PHL
MSY,DTW,356,355,355,MSY-DTW
LAX,ELP,356,355,355,LAX-ELP
PHL,SYR,357,355,355,PHL-SYR
DEN,MEM,357,355,355,DEN-MEM
HOU,BNA,359,353,353,HOU-BNA
BNA,HOU,353,359,353,BNA-HOU
SEA,IAD,354,353,353,SEA-IAD
CMH,IAH,353,355,353,CMH-IAH
ONT,LAS,353,354,353,ONT-LAS
IAD,SEA,353,354,353,IAD-SEA
STL,LAS,353,364,353,STL-LAS
LAS,STL,364,353,353,LAS-STL
LAS,ONT,354,353,353,LAS-ONT
IAH,CMH,355,353,353,IAH-CMH
SNA,IAH,352,352,352,SNA-IAH
IAH,SNA,352,352,352,IAH-SNA
PNS,CLT,352,356,352,PNS-CLT
CLT,PNS,356,352,352,CLT-PNS
ISP,MCO,356,351,351,ISP-MCO
DFW,RSW,351,351,351,DFW-RSW
RSW,DFW,351,351,351,RSW-DFW
DCA,PHL,351,363,351,DCA-PHL
PHL,DCA,363,351,351,PHL-DCA
PIT,JFK,351,352,351,PIT-JFK
JFK,PIT,352,351,351,JFK-PIT
MCO,ISP,351,356,351,MCO-ISP
PIT,MDW,355,350,350,PIT-MDW
GEG,DEN,350,350,350,GEG-DEN
DFW,COS,351,350,350,DFW-COS
MDW,PIT,350,355,350,MDW-PIT
DEN,GEG,350,350,350,DEN-GEG
COS,DFW,350,351,350,COS-DFW
LGA,MEM,349,354,349,LGA-MEM
AZO,DTW,351,349,349,AZO-DTW
MSP,IAD,351,349,349,MSP-IAD
LAS,MCO,349,352,349,LAS-MCO
MCO,LAS,352,349,349,MCO-LAS
SDF,DTW,349,351,349,SDF-DTW
MEM,LGA,354,349,349,MEM-LGA
DTW,AZO,349,351,349,DTW-AZO
BOS,PHX,349,349,349,BOS-PHX
PHX,BOS,349,349,349,PHX-BOS
DTW,SDF,351,349,349,DTW-SDF
IAD,MSP,349,351,349,IAD-MSP
MSP,GRR,348,348,348,MSP-GRR
MSY,BNA,351,348,348,MSY-BNA
RDU,IAD,348,348,348,RDU-IAD
IAD,RDU,348,348,348,IAD-RDU
GRR,MSP,348,348,348,GRR-MSP
SNA,PDX,348,350,348,SNA-PDX
PDX,SNA,350,348,348,PDX-SNA
BNA,MSY,348,351,348,BNA-MSY
PHX,SBA,347,348,347,PHX-SBA
PHX,YUM,347,347,347,PHX-YUM
SBA,PHX,348,347,347,SBA-PHX
YUM,PHX,347,347,347,YUM-PHX
SGU,SLC,346,346,346,SGU-SLC
ORD,CHS,350,346,346,ORD-CHS
SLC,SGU,346,346,346,SLC-SGU
JFK,SAV,347,346,346,JFK-SAV
SAV,JFK,346,347,346,SAV-JFK
CHS,ORD,346,350,346,CHS-ORD
RAP,DEN,346,345,345,RAP-DEN
SJC,ONT,345,346,345,SJC-ONT
MCO,AUS,346,345,345,MCO-AUS
ONT,SJC,346,345,345,ONT-SJC
AUS,MCO,345,346,345,AUS-MCO
DEN,RAP,345,346,345,DEN-RAP
HRL,IAH,344,345,344,HRL-IAH
IAH,HRL,345,344,344,IAH-HRL
BUR,SLC,346,344,344,BUR-SLC
DFW,BWI,344,437,344,DFW-BWI
SLC,BUR,344,346,344,SLC-BUR
BWI,DFW,437,344,344,BWI-DFW
CLT,TLH,345,344,344,CLT-TLH
TLH,CLT,344,345,344,TLH-CLT
TPA,PHX,348,343,343,TPA-PHX
PIT,IAD,343,343,343,PIT-IAD
IAD,PIT,343,343,343,IAD-PIT
DCA,DEN,343,346,343,DCA-DEN
HSV,CLT,343,344,343,HSV-CLT
PHX,TPA,343,348,343,PHX-TPA
CLT,HSV,344,343,343,CLT-HSV
DEN,DCA,346,343,343,DEN-DCA
DLH,MSP,342,344,342,DLH-MSP
MDW,FLL,349,342,342,MDW-FLL
SLC,BZN,342,342,342,SLC-BZN
HSV,DFW,344,342,342,HSV-DFW
DFW,HSV,342,344,342,DFW-HSV
BZN,SLC,342,342,342,BZN-SLC
SAN,AUS,355,342,342,SAN-AUS
AUS,SAN,342,355,342,AUS-SAN
MSP,DLH,344,342,342,MSP-DLH
FLL,MDW,342,349,342,FLL-MDW
BOS,IAD,341,341,341,BOS-IAD
MSP,JFK,341,342,341,MSP-JFK
ATL,SGF,341,341,341,ATL-SGF
DEN,GJT,344,341,341,DEN-GJT
BIL,DEN,341,342,341,BIL-DEN
MTJ,DEN,341,344,341,MTJ-DEN
JFK,MSP,342,341,341,JFK-MSP
FWA,ATL,341,342,341,FWA-ATL
MSY,LGA,341,343,341,MSY-LGA
DEN,MTJ,344,341,341,DEN-MTJ
IAD,BOS,341,341,341,IAD-BOS
GJT,DEN,341,344,341,GJT-DEN
LGA,MSY,343,341,341,LGA-MSY
DEN,BIL,342,341,341,DEN-BIL
ATL,FWA,342,341,341,ATL-FWA
SGF,ATL,341,341,341,SGF-ATL
BUR,PDX,340,343,340,BUR-PDX
PHL,DAY,340,343,340,PHL-DAY
MFR,SFO,340,341,340,MFR-SFO
SFO,MFR,341,340,340,SFO-MFR
RDU,DTW,340,341,340,RDU-DTW
DAY,PHL,343,340,340,DAY-PHL
PDX,BUR,343,340,340,PDX-BUR
DTW,RDU,341,340,340,DTW-RDU
TLH,MIA,339,342,339,TLH-MIA
LAS,TPA,339,340,339,LAS-TPA
IAH,RDU,339,339,339,IAH-RDU
CHS,EWR,339,346,339,CHS-EWR
TPA,LAS,340,339,339,TPA-LAS
EWR,CHS,346,339,339,EWR-CHS
RDU,IAH,339,339,339,RDU-IAH
MIA,TLH,342,339,339,MIA-TLH
IAD,ORF,340,338,338,IAD-ORF
SLC,IDA,338,338,338,SLC-IDA
IDA,SLC,338,338,338,IDA-SLC
IAD,IND,339,338,338,IAD-IND
DFW,FSM,340,338,338,DFW-FSM
MSP,DSM,338,339,338,MSP-DSM
FSM,DFW,338,340,338,FSM-DFW
DFW,TYS,338,338,338,DFW-TYS
PGV,CLT,338,341,338,PGV-CLT
MSP,MIA,338,338,338,MSP-MIA
TYS,DFW,338,338,338,TYS-DFW
ORF,IAD,338,340,338,ORF-IAD
IND,IAD,338,339,338,IND-IAD
CLT,PGV,341,338,338,CLT-PGV
MIA,MSP,338,338,338,MIA-MSP
DSM,MSP,339,338,338,DSM-MSP
ATL,DHN,337,338,337,ATL-DHN
DHN,ATL,338,337,337,DHN-ATL
ICT,IAH,337,337,337,ICT-IAH
OMA,DFW,338,337,337,OMA-DFW
MSO,SEA,338,337,337,MSO-SEA
SEA,MSO,337,338,337,SEA-MSO
IAH,ICT,337,337,337,IAH-ICT
DFW,OMA,337,338,337,DFW-OMA
IAD,BDL,337,336,336,IAD-BDL
BDL,IAD,336,337,336,BDL-IAD
