ORIGIN,DESTINATION,count,reverse_count,round_trips,ROUTE
FWA,CLT,179,180,179,FWA-CLT
CPR,SLC,179,179,179,CPR-SLC
TLH,DFW,179,180,179,TLH-DFW
DFW,BOI,179,179,179,DFW-BOI
SBY,CLT,179,180,179,SBY-CLT
DFW,DRT,179,179,179,DFW-DRT
PHX,GJT,179,179,179,PHX-GJT
DFW,MLU,181,179,179,DFW-MLU
MIA,MEM,180,179,179,MIA-MEM
SLC,PHL,180,179,179,SLC-PHL
SAT,SAN,180,179,179,SAT-SAN
SLC,CPR,179,179,179,SLC-CPR
LAX,EUG,179,179,179,LAX-EUG
DCA,SFO,179,179,179,DCA-SFO
CLT,FWA,180,179,179,CLT-FWA
PHL,SLC,179,180,179,PHL-SLC
DFW,TLH,180,179,179,DFW-TLH
FAT,PDX,180,178,178,FAT-PDX
FAT,DFW,178,178,178,FAT-DFW
DFW,FAT,178,178,178,DFW-FAT
DFW,FWA,178,178,178,DFW-FWA
ALB,FLL,178,179,178,ALB-FLL
STT,SJU,223,178,178,STT-SJU
COS,SLC,178,178,178,COS-SLC
SJC,LGB,178,178,178,SJC-LGB
MIA,STX,179,178,178,MIA-STX
MIA,TYS,180,178,178,MIA-TYS
PDX,FAT,178,180,178,PDX-FAT
BWI,IND,184,178,178,BWI-IND
ACY,MCO,178,178,178,ACY-MCO
DUT,ANC,178,185,178,DUT-ANC
MSP,BIL,178,178,178,MSP-BIL
BHM,DAL,180,178,178,BHM-DAL
MCO,ACY,178,178,178,MCO-ACY
RDU,SEA,178,179,178,RDU-SEA
SAT,MSP,179,178,178,SAT-MSP
FLL,ALB,179,178,178,FLL-ALB
BIL,MSP,178,178,178,BIL-MSP
MSP,SAT,178,179,178,MSP-SAT
LGB,SJC,178,178,178,LGB-SJC
DCA,SEA,178,179,178,DCA-SEA
IND,BWI,178,184,178,IND-BWI
SLC,COS,178,178,178,SLC-COS
TYS,MIA,178,180,178,TYS-MIA
SEA,DCA,179,178,178,SEA-DCA
SJU,STT,178,223,178,SJU-STT
SEA,RDU,179,178,178,SEA-RDU
STX,MIA,178,179,178,STX-MIA
ANC,DUT,185,178,178,ANC-DUT
FWA,DFW,178,178,178,FWA-DFW
DAL,BHM,178,180,178,DAL-BHM
BHM,PHL,177,178,177,BHM-PHL
CVG,JFK,177,177,177,CVG-JFK
CAK,PHL,177,178,177,CAK-PHL
BWI,SAT,177,179,177,BWI-SAT
MDW,SLC,179,177,177,MDW-SLC
JFK,CVG,177,177,177,JFK-CVG
SLC,MDW,177,179,177,SLC-MDW
PHL,BHM,178,177,177,PHL-BHM
PHL,CAK,178,177,177,PHL-CAK
SAT,BWI,179,177,177,SAT-BWI
CHA,DFW,177,177,177,CHA-DFW
PVD,TPA,177,179,177,PVD-TPA
TPA,PVD,179,177,177,TPA-PVD
SAN,BOI,177,180,177,SAN-BOI
DFW,CHA,177,177,177,DFW-CHA
BOI,SAN,180,177,177,BOI-SAN
BNA,PNS,179,176,176,BNA-PNS
DFW,SBN,177,176,176,DFW-SBN
MIA,BHM,178,176,176,MIA-BHM
OKC,CLT,176,178,176,OKC-CLT
DEN,SBP,176,176,176,DEN-SBP
BOI,ORD,178,176,176,BOI-ORD
CLT,OKC,178,176,176,CLT-OKC
DEN,RIC,177,176,176,DEN-RIC
EVV,CLT,176,179,176,EVV-CLT
PNS,BNA,176,179,176,PNS-BNA
RIC,DEN,176,177,176,RIC-DEN
SEA,ALW,176,179,176,SEA-ALW
ALW,SEA,179,176,176,ALW-SEA
SBN,DFW,176,177,176,SBN-DFW
HOU,SAN,176,181,176,HOU-SAN
BJI,MSP,176,176,176,BJI-MSP
CLT,EVV,179,176,176,CLT-EVV
ORD,BOI,176,178,176,ORD-BOI
SBP,DEN,176,176,176,SBP-DEN
BHM,MIA,176,178,176,BHM-MIA
SAN,HOU,181,176,176,SAN-HOU
MSP,BJI,176,176,176,MSP-BJI
TUS,SAN,175,177,175,TUS-SAN
SMF,IAH,175,178,175,SMF-IAH
MSY,STL,180,175,175,MSY-STL
LGA,MYR,176,175,175,LGA-MYR
STL,MSY,175,180,175,STL-MSY
IAH,SMF,178,175,175,IAH-SMF
MYR,LGA,175,176,175,MYR-LGA
ATL,CID,176,175,175,ATL-CID
PHL,LEX,177,175,175,PHL-LEX
SAN,TUS,177,175,175,SAN-TUS
LEX,PHL,175,177,175,LEX-PHL
CID,ATL,175,176,175,CID-ATL
SBN,CLT,174,175,174,SBN-CLT
RIC,DFW,174,174,174,RIC-DFW
AUS,ELP,174,175,174,AUS-ELP
DFW,RIC,174,174,174,DFW-RIC
ORD,SMF,174,174,174,ORD-SMF
CLT,BTV,174,174,174,CLT-BTV
MSP,LSE,174,174,174,MSP-LSE
BTV,CLT,174,174,174,BTV-CLT
PHL,MEM,174,175,174,PHL-MEM
DEN,RKS,174,175,174,DEN-RKS
EGE,ORD,175,174,174,EGE-ORD
MRY,DEN,174,177,174,MRY-DEN
MEM,PHL,175,174,174,MEM-PHL
SMF,ORD,174,174,174,SMF-ORD
DEN,MRY,177,174,174,DEN-MRY
SHV,CLT,174,179,174,SHV-CLT
CLT,SBN,175,174,174,CLT-SBN
ELP,AUS,175,174,174,ELP-AUS
LSE,MSP,174,174,174,LSE-MSP
ORD,EGE,174,175,174,ORD-EGE
RKS,DEN,175,174,174,RKS-DEN
CLT,SHV,179,174,174,CLT-SHV
PHL,DSM,176,173,173,PHL-DSM
MCO,GRR,173,173,173,MCO-GRR
GRR,MCO,173,173,173,GRR-MCO
SEA,MKE,173,175,173,SEA-MKE
DSM,PHL,173,176,173,DSM-PHL
SAT,IAD,173,174,173,SAT-IAD
DEN,GTF,175,173,173,DEN-GTF
GTF,DEN,173,175,173,GTF-DEN
FLL,BQN,173,173,173,FLL-BQN
BNA,SEA,173,173,173,BNA-SEA
DCA,PNS,173,173,173,DCA-PNS
SFO,LGB,173,173,173,SFO-LGB
PNS,DCA,173,173,173,PNS-DCA
JLN,DFW,173,173,173,JLN-DFW
DFW,JLN,173,173,173,DFW-JLN
BQN,FLL,173,173,173,BQN-FLL
PWM,DTW,173,173,173,PWM-DTW
DTW,PWM,173,173,173,DTW-PWM
LGB,SFO,173,173,173,LGB-SFO
SEA,BNA,173,173,173,SEA-BNA
MKE,SEA,175,173,173,MKE-SEA
IAD,SAT,174,173,173,IAD-SAT
IAD,AVP,175,172,172,IAD-AVP
AVP,IAD,172,175,172,AVP-IAD
HPN,FLL,172,174,172,HPN-FLL
MSP,RHI,172,172,172,MSP-RHI
FLL,HPN,174,172,172,FLL-HPN
IAD,ILM,172,172,172,IAD-ILM
SDF,IAD,172,174,172,SDF-IAD
RHI,MSP,172,172,172,RHI-MSP
ISN,MSP,172,172,172,ISN-MSP
MSP,ISN,172,172,172,MSP-ISN
BOI,SMF,172,172,172,BOI-SMF
ILM,IAD,172,172,172,ILM-IAD
SMF,BOI,172,172,172,SMF-BOI
IAD,SDF,174,172,172,IAD-SDF
ROA,IAD,171,174,171,ROA-IAD
PHL,GRR,174,171,171,PHL-GRR
COD,DEN,171,173,171,COD-DEN
ABE,PHL,172,171,171,ABE-PHL
IAD,ROA,174,171,171,IAD-ROA
RDM,DEN,171,171,171,RDM-DEN
PIA,CLT,171,172,171,PIA-CLT
SLC,ASE,181,171,171,SLC-ASE
ASE,SLC,171,181,171,ASE-SLC
PHX,DRO,174,171,171,PHX-DRO
PHL,ABE,171,172,171,PHL-ABE
PHL,SWF,171,171,171,PHL-SWF
OKC,PHL,175,171,171,OKC-PHL
HLN,DEN,171,171,171,HLN-DEN
GRR,PHL,171,174,171,GRR-PHL
DEN,RDM,171,171,171,DEN-RDM
DRO,PHX,171,174,171,DRO-PHX
DEN,COD,173,171,171,DEN-COD
DEN,HLN,171,171,171,DEN-HLN
SWF,PHL,171,171,171,SWF-PHL
CLT,PIA,172,171,171,CLT-PIA
PHL,OKC,171,175,171,PHL-OKC
BDL,SJU,170,172,170,BDL-SJU
EWR,SAT,172,170,170,EWR-SAT
SJU,BDL,172,170,170,SJU-BDL
MSN,CLT,170,172,170,MSN-CLT
MSP,ABR,171,170,170,MSP-ABR
DFW,CHS,171,170,170,DFW-CHS
SAT,EWR,170,172,170,SAT-EWR
ABR,MSP,170,171,170,ABR-MSP
TOL,CLT,170,170,170,TOL-CLT
CLT,MSN,172,170,170,CLT-MSN
CLT,TOL,170,170,170,CLT-TOL
CHS,DFW,170,171,170,CHS-DFW
DEN,MOT,169,169,169,DEN-MOT
GSP,DFW,169,170,169,GSP-DFW
PWM,ORD,169,170,169,PWM-ORD
PWM,IAD,170,169,169,PWM-IAD
BLI,LAS,169,170,169,BLI-LAS
TUL,PHX,169,169,169,TUL-PHX
IAD,PWM,169,170,169,IAD-PWM
ORD,PWM,170,169,169,ORD-PWM
MOT,DEN,169,169,169,MOT-DEN
DFW,GSP,170,169,169,DFW-GSP
LAS,BLI,170,169,169,LAS-BLI
PHX,TUL,169,169,169,PHX-TUL
DEN,EUG,172,168,168,DEN-EUG
PIA,DFW,168,169,168,PIA-DFW
MFR,SLC,168,169,168,MFR-SLC
SLC,MFR,169,168,168,SLC-MFR
PNS,ORD,169,168,168,PNS-ORD
DEN,DAY,169,168,168,DEN-DAY
EWR,OMA,169,168,168,EWR-OMA
EUG,DEN,168,172,168,EUG-DEN
DAY,DEN,168,169,168,DAY-DEN
OMA,EWR,168,169,168,OMA-EWR
RAP,DFW,168,170,168,RAP-DFW
DFW,RAP,170,168,168,DFW-RAP
GPT,DFW,168,170,168,GPT-DFW
DFW,GPT,170,168,168,DFW-GPT
ORD,PNS,168,169,168,ORD-PNS
DFW,PIA,169,168,168,DFW-PIA
SWO,DFW,168,170,168,SWO-DFW
DFW,SWO,170,168,168,DFW-SWO
RSW,ACY,167,168,167,RSW-ACY
DFW,RNO,167,167,167,DFW-RNO
RNO,DFW,167,167,167,RNO-DFW
SLC,BTM,167,167,167,SLC-BTM
PHL,PHF,181,167,167,PHL-PHF
MIA,GSP,168,167,167,MIA-GSP
BTM,SLC,167,167,167,BTM-SLC
ATL,TUS,167,167,167,ATL-TUS
OMA,SLC,167,167,167,OMA-SLC
PHF,PHL,167,181,167,PHF-PHL
EWN,ATL,167,167,167,EWN-ATL
GSP,MIA,167,168,167,GSP-MIA
RIC,MIA,167,167,167,RIC-MIA
ERI,PHL,167,167,167,ERI-PHL
MIA,RIC,167,167,167,MIA-RIC
MKE,IAH,168,167,167,MKE-IAH
ACY,RSW,168,167,167,ACY-RSW
CID,CLT,167,174,167,CID-CLT
IAH,MKE,167,168,167,IAH-MKE
MLU,IAH,167,169,167,MLU-IAH
IAH,MLU,169,167,167,IAH-MLU
TUS,ATL,167,167,167,TUS-ATL
PHL,ERI,167,167,167,PHL-ERI
ATL,EWN,167,167,167,ATL-EWN
CLT,CID,174,167,167,CLT-CID
SLC,OMA,167,167,167,SLC-OMA
GCC,DEN,167,166,166,GCC-DEN
EUG,SLC,166,168,166,EUG-SLC
BHM,TPA,166,166,166,BHM-TPA
SLC,CLT,166,167,166,SLC-CLT
CLT,SLC,167,166,166,CLT-SLC
SLC,EUG,168,166,166,SLC-EUG
TPA,BHM,166,166,166,TPA-BHM
DEN,GCC,166,167,166,DEN-GCC
ABQ,ATL,165,165,165,ABQ-ATL
BFL,DEN,166,165,165,BFL-DEN
SJC,TUS,167,165,165,SJC-TUS
TUS,SJC,165,167,165,TUS-SJC
DEN,BFL,165,166,165,DEN-BFL
STL,SAT,165,165,165,STL-SAT
LGB,JFK,166,165,165,LGB-JFK
ATW,ATL,165,167,165,ATW-ATL
CVG,SFO,165,165,165,CVG-SFO
BUR,JFK,165,166,165,BUR-JFK
LAX,COS,167,165,165,LAX-COS
COS,LAX,165,167,165,COS-LAX
JFK,BUR,166,165,165,JFK-BUR
FLL,SEA,165,165,165,FLL-SEA
JFK,LGB,165,166,165,JFK-LGB
MLI,DTW,165,165,165,MLI-DTW
SAT,STL,165,165,165,SAT-STL
SEA,FLL,165,165,165,SEA-FLL
ATL,ABQ,165,165,165,ATL-ABQ
ATL,ATW,167,165,165,ATL-ATW
SFO,CVG,165,165,165,SFO-CVG
DTW,MLI,165,165,165,DTW-MLI
PHL,ISP,164,167,164,PHL-ISP
DFW,GCK,167,164,164,DFW-GCK
MSP,GEG,164,164,164,MSP-GEG
BOS,CHS,166,164,164,BOS-CHS
ILM,PHL,164,164,164,ILM-PHL
GCK,DFW,164,167,164,GCK-DFW
OMA,PHL,165,164,164,OMA-PHL
GEG,MSP,164,164,164,GEG-MSP
PHL,OMA,164,165,164,PHL-OMA
CHS,BOS,164,166,164,CHS-BOS
ISP,PHL,167,164,164,ISP-PHL
PHL,ILM,164,164,164,PHL-ILM
DEN,MLI,165,163,163,DEN-MLI
CAE,DFW,163,164,163,CAE-DFW
CLE,TPA,163,163,163,CLE-TPA
OAK,MDW,168,163,163,OAK-MDW
TPA,CLE,163,163,163,TPA-CLE
SLC,RDM,163,163,163,SLC-RDM
MLI,DEN,163,165,163,MLI-DEN
MDW,OAK,163,168,163,MDW-OAK
IAH,ORF,163,164,163,IAH-ORF
RDM,SLC,163,163,163,RDM-SLC
HOB,IAH,163,164,163,HOB-IAH
ORF,IAH,164,163,163,ORF-IAH
LAX,CVG,163,163,163,LAX-CVG
ORF,DFW,163,163,163,ORF-DFW
CVG,LAX,163,163,163,CVG-LAX
DCA,SAV,168,163,163,DCA-SAV
IAH,HOB,164,163,163,IAH-HOB
DFW,CAE,164,163,163,DFW-CAE
DFW,ORF,163,163,163,DFW-ORF
SAV,DCA,163,168,163,SAV-DCA
CLT,GPT,162,163,162,CLT-GPT
TUL,STL,162,163,162,TUL-STL
HNL,OAK,162,166,162,HNL-OAK
HOU,BOS,164,162,162,HOU-BOS
STL,TUL,163,162,162,STL-TUL
STL,LIT,163,162,162,STL-LIT
SLC,EKO,162,162,162,SLC-EKO
BGR,EWR,165,162,162,BGR-EWR
SLC,TUL,162,162,162,SLC-TUL
CLT,MDW,162,165,162,CLT-MDW
LIT,STL,162,163,162,LIT-STL
EKO,SLC,162,162,162,EKO-SLC
DFW,FAR,163,162,162,DFW-FAR
BNA,SAT,162,162,162,BNA-SAT
PIT,BNA,162,165,162,PIT-BNA
BNA,PIT,165,162,162,BNA-PIT
BOS,HOU,162,164,162,BOS-HOU
EWR,BGR,162,165,162,EWR-BGR
LAS,RDU,162,164,162,LAS-RDU
GPT,CLT,163,162,162,GPT-CLT
ELP,SAT,166,162,162,ELP-SAT
OAK,HNL,166,162,162,OAK-HNL
TPA,LAX,162,164,162,TPA-LAX
MDW,CLT,165,162,162,MDW-CLT
TUL,SLC,162,162,162,TUL-SLC
RDU,LAS,164,162,162,RDU-LAS
LAX,TPA,164,162,162,LAX-TPA
SAT,BNA,162,162,162,SAT-BNA
FAR,DFW,162,163,162,FAR-DFW
SAT,ELP,162,166,162,SAT-ELP
MDW,BUF,162,161,161,MDW-BUF
ITH,IAD,161,163,161,ITH-IAD
BWI,MCI,165,161,161,BWI-MCI
STL,ICT,161,162,161,STL-ICT
MLI,DFW,161,165,161,MLI-DFW
SLC,OKC,162,161,161,SLC-OKC
AUS,STL,161,162,161,AUS-STL
STL,AUS,162,161,161,STL-AUS
BUF,MDW,161,162,161,BUF-MDW
IAD,MCI,162,161,161,IAD-MCI
CVG,PHX,162,161,161,CVG-PHX
SJC,OGG,161,161,161,SJC-OGG
DEN,GUC,164,161,161,DEN-GUC
ICT,STL,162,161,161,ICT-STL
OKC,SLC,161,162,161,OKC-SLC
CHA,IAD,166,161,161,CHA-IAD
IAD,CHA,161,166,161,IAD-CHA
MCI,IAD,161,162,161,MCI-IAD
PHL,FWA,163,161,161,PHL-FWA
FSM,ATL,161,161,161,FSM-ATL
OGG,SJC,161,161,161,OGG-SJC
FWA,PHL,161,163,161,FWA-PHL
PHX,CVG,161,162,161,PHX-CVG
IAD,ITH,163,161,161,IAD-ITH
DFW,MLI,165,161,161,DFW-MLI
MCI,BWI,161,165,161,MCI-BWI
GUC,DEN,161,164,161,GUC-DEN
ATL,FSM,161,161,161,ATL-FSM
DFW,EVV,160,160,160,DFW-EVV
BWI,MKE,166,160,160,BWI-MKE
DEN,AMA,160,160,160,DEN-AMA
ORD,BIS,162,160,160,ORD-BIS
EVV,DFW,160,160,160,EVV-DFW
MDW,SAT,161,160,160,MDW-SAT
MCO,MEM,160,161,160,MCO-MEM
BGR,DCA,160,163,160,BGR-DCA
ORH,PHL,160,162,160,ORH-PHL
DCA,BGR,163,160,160,DCA-BGR
MKE,BWI,160,166,160,MKE-BWI
MEM,MCO,161,160,160,MEM-MCO
BIS,ORD,160,162,160,BIS-ORD
AMA,DEN,160,160,160,AMA-DEN
DFW,FSD,162,160,160,DFW-FSD
FSD,DFW,160,162,160,FSD-DFW
IND,SEA,160,160,160,IND-SEA
SAT,MDW,160,161,160,SAT-MDW
SEA,IND,160,160,160,SEA-IND
PHL,ORH,162,160,160,PHL-ORH
ABE,ORD,159,161,159,ABE-ORD
CMH,BNA,159,161,159,CMH-BNA
ORD,JAN,160,159,159,ORD-JAN
ORD,ABE,161,159,159,ORD-ABE
CMH,STL,159,161,159,CMH-STL
JNU,SIT,159,165,159,JNU-SIT
EAU,ORD,161,159,159,EAU-ORD
STL,CMH,161,159,159,STL-CMH
PHL,SEA,160,159,159,PHL-SEA
JAN,ORD,159,160,159,JAN-ORD
BNA,CMH,161,159,159,BNA-CMH
ORD,EAU,159,161,159,ORD-EAU
SEA,PHL,159,160,159,SEA-PHL
SIT,JNU,165,159,159,SIT-JNU
GEG,SFO,165,158,158,GEG-SFO
RDU,CVG,158,159,158,RDU-CVG
CLE,STL,158,158,158,CLE-STL
ORD,MKG,158,158,158,ORD-MKG
MKG,ORD,158,158,158,MKG-ORD
CVG,RDU,159,158,158,CVG-RDU
SFO,GEG,158,165,158,SFO-GEG
STL,CLE,158,158,158,STL-CLE
DSM,STL,157,163,157,DSM-STL
STL,DSM,163,157,157,STL-DSM
STL,MKE,158,157,157,STL-MKE
MKE,STL,157,158,157,MKE-STL
MIA,RSW,156,157,156,MIA-RSW
DCA,OMA,156,158,156,DCA-OMA
RSW,MIA,157,156,156,RSW-MIA
SFO,MRY,156,160,156,SFO-MRY
DFW,SPI,157,156,156,DFW-SPI
SPI,DFW,156,157,156,SPI-DFW
OMA,DCA,158,156,156,OMA-DCA
MRY,SFO,160,156,156,MRY-SFO
BOI,MSP,155,155,155,BOI-MSP
EWR,GRR,156,155,155,EWR-GRR
EWR,MSN,155,156,155,EWR-MSN
ROA,PHL,155,158,155,ROA-PHL
SAN,MCO,155,156,155,SAN-MCO
PHL,ROA,158,155,155,PHL-ROA
ASE,SFO,155,165,155,ASE-SFO
MYR,PHL,155,157,155,MYR-PHL
MSP,BOI,155,155,155,MSP-BOI
GRR,EWR,155,156,155,GRR-EWR
SGF,IAH,155,155,155,SGF-IAH
MSN,EWR,156,155,155,MSN-EWR
MCO,SAN,156,155,155,MCO-SAN
MSN,PHL,155,156,155,MSN-PHL
PHL,MYR,157,155,155,PHL-MYR
PHL,MSN,156,155,155,PHL-MSN
IAH,SGF,155,155,155,IAH-SGF
CMI,DFW,155,157,155,CMI-DFW
SFO,ASE,165,155,155,SFO-ASE
DFW,CMI,157,155,155,DFW-CMI
OKC,STL,154,154,154,OKC-STL
STL,OKC,154,154,154,STL-OKC
MHK,ORD,154,156,154,MHK-ORD
SLC,CDC,154,154,154,SLC-CDC
TPA,ISP,154,158,154,TPA-ISP
BNA,MKE,165,154,154,BNA-MKE
DTW,CWA,154,154,154,DTW-CWA
ORD,MHK,156,154,154,ORD-MHK
MKE,BNA,154,165,154,MKE-BNA
CWA,DTW,154,154,154,CWA-DTW
CDC,SLC,154,154,154,CDC-SLC
MIA,MCI,154,154,154,MIA-MCI
ISP,TPA,158,154,154,ISP-TPA
MCI,MIA,154,154,154,MCI-MIA
ELM,EWR,156,153,153,ELM-EWR
DFW,SAV,156,153,153,DFW-SAV
EWR,ELM,153,156,153,EWR-ELM
SFO,LIH,154,153,153,SFO-LIH
LIH,SFO,153,154,153,LIH-SFO
SAV,DFW,153,156,153,SAV-DFW
MIA,GNV,153,153,153,MIA-GNV
GNV,MIA,153,153,153,GNV-MIA
MDW,SFO,163,152,152,MDW-SFO
ADQ,ANC,152,152,152,ADQ-ANC
DCA,MKE,153,152,152,DCA-MKE
ORD,ERI,152,152,152,ORD-ERI
MKE,DCA,152,153,152,MKE-DCA
SFO,MDW,152,163,152,SFO-MDW
ERI,ORD,152,152,152,ERI-ORD
ANC,ADQ,152,152,152,ANC-ADQ
INL,MSP,152,152,152,INL-MSP
MSP,INL,152,152,152,MSP-INL
ORD,CMX,151,154,151,ORD-CMX
OAK,DAL,159,151,151,OAK-DAL
OAK,ABQ,151,152,151,OAK-ABQ
DAY,IAD,151,151,151,DAY-IAD
DFW,BDL,421,151,151,DFW-BDL
DAL,OAK,151,159,151,DAL-OAK
MSP,HIB,152,151,151,MSP-HIB
MSY,MSP,152,151,151,MSY-MSP
CMX,ORD,154,151,151,CMX-ORD
MSP,MSY,151,152,151,MSP-MSY
BDL,DFW,151,421,151,BDL-DFW
HIB,MSP,151,152,151,HIB-MSP
ABQ,OAK,152,151,151,ABQ-OAK
IAD,DAY,151,151,151,IAD-DAY
BIL,SEA,151,150,150,BIL-SEA
ALB,MDW,150,151,150,ALB-MDW
LGA,GSP,150,150,150,LGA-GSP
DFW,MTJ,150,150,150,DFW-MTJ
GSP,LGA,150,150,150,GSP-LGA
SEA,BIL,150,151,150,SEA-BIL
MDW,ALB,151,150,150,MDW-ALB
MTJ,DFW,150,150,150,MTJ-DFW
ALO,ORD,149,149,149,ALO-ORD
ORD,ALO,149,149,149,ORD-ALO
PDX,TUS,149,150,149,PDX-TUS
ORD,PAH,150,149,149,ORD-PAH
HSV,IAD,149,152,149,HSV-IAD
IAD,HSV,152,149,149,IAD-HSV
PAH,ORD,149,150,149,PAH-ORD
TUS,PDX,150,149,149,TUS-PDX
CAK,EWR,148,149,148,CAK-EWR
MDW,BDL,152,148,148,MDW-BDL
JAC,DFW,148,149,148,JAC-DFW
MEM,HOU,148,158,148,MEM-HOU
HOU,BHM,149,148,148,HOU-BHM
HOU,MEM,158,148,148,HOU-MEM
BDL,MDW,148,152,148,BDL-MDW
DFW,JAC,149,148,148,DFW-JAC
BHM,HOU,148,149,148,BHM-HOU
EWR,CAK,149,148,148,EWR-CAK
MCO,SAT,149,147,147,MCO-SAT
MEM,MDW,156,147,147,MEM-MDW
MDW,MEM,147,156,147,MDW-MEM
ART,PHL,147,150,147,ART-PHL
DFW,BMI,148,147,147,DFW-BMI
PHL,ART,150,147,147,PHL-ART
BMI,DFW,147,148,147,BMI-DFW
SAT,MCO,147,149,147,SAT-MCO
ORD,HDN,147,146,146,ORD-HDN
BWI,SLC,146,148,146,BWI-SLC
HDN,ORD,146,147,146,HDN-ORD
BRD,MSP,146,146,146,BRD-MSP
SLC,BWI,148,146,146,SLC-BWI
MSP,BRD,146,146,146,MSP-BRD
SYR,BOS,145,145,145,SYR-BOS
IAD,PBG,146,145,145,IAD-PBG
BOS,SYR,145,145,145,BOS-SYR
PBG,IAD,145,146,145,PBG-IAD
MSP,RIC,146,145,145,MSP-RIC
RIC,MSP,145,146,145,RIC-MSP
DFW,BIS,149,144,144,DFW-BIS
LAR,DEN,144,145,144,LAR-DEN
SJC,HNL,144,144,144,SJC-HNL
BIS,DFW,144,149,144,BIS-DFW
HNL,SJC,144,144,144,HNL-SJC
DEN,LBF,145,144,144,DEN-LBF
DEN,LAR,145,144,144,DEN-LAR
LBF,DEN,144,145,144,LBF-DEN
OAK,OGG,144,143,143,OAK-OGG
IND,MDW,144,143,143,IND-MDW
MCO,ORF,143,143,143,MCO-ORF
MDW,IND,143,144,143,MDW-IND
DEN,EAR,144,143,143,DEN-EAR
ORF,MCO,143,143,143,ORF-MCO
OGG,OAK,143,144,143,OGG-OAK
BMI,ORD,143,143,143,BMI-ORD
ORD,BMI,143,143,143,ORD-BMI
EAR,DEN,143,144,143,EAR-DEN
BHM,MDW,145,142,142,BHM-MDW
MDW,BHM,142,145,142,MDW-BHM
DEN,HYS,144,141,141,DEN-HYS
DTW,PBI,141,141,141,DTW-PBI
HNL,ORD,141,141,141,HNL-ORD
ORD,HNL,141,141,141,ORD-HNL
DCA,GRR,144,141,141,DCA-GRR
PBI,DTW,141,141,141,PBI-DTW
ABQ,SFO,141,147,141,ABQ-SFO
GRR,DCA,141,144,141,GRR-DCA
DEN,PUB,145,141,141,DEN-PUB
SFO,ABQ,147,141,141,SFO-ABQ
PUB,DEN,141,145,141,PUB-DEN
HYS,DEN,141,144,141,HYS-DEN
BFF,DEN,140,142,140,BFF-DEN
LGA,OMA,140,141,140,LGA-OMA
MDW,PVD,140,143,140,MDW-PVD
SAV,IAH,140,141,140,SAV-IAH
IAH,SAV,141,140,140,IAH-SAV
DTW,ESC,142,140,140,DTW-ESC
OMA,LGA,141,140,140,OMA-LGA
ESC,DTW,140,142,140,ESC-DTW
DTW,PLN,141,140,140,DTW-PLN
PLN,DTW,140,141,140,PLN-DTW
DEN,BFF,142,140,140,DEN-BFF
PVD,MDW,143,140,140,PVD-MDW
DEN,CNY,142,139,139,DEN-CNY
PHL,SAN,139,140,139,PHL-SAN
SAN,PHL,140,139,139,SAN-PHL
CNY,DEN,139,142,139,CNY-DEN
SYR,MCO,139,139,139,SYR-MCO
MCO,TTN,141,139,139,MCO-TTN
MCO,SYR,139,139,139,MCO-SYR
TTN,MCO,139,141,139,TTN-MCO
HYS,SLN,138,141,138,HYS-SLN
MDW,SEA,146,138,138,MDW-SEA
SLN,HYS,141,138,138,SLN-HYS
FLL,PHX,140,138,138,FLL-PHX
DIK,DEN,139,138,138,DIK-DEN
DEN,DIK,138,139,138,DEN-DIK
PHX,FLL,138,140,138,PHX-FLL
SEA,MDW,138,146,138,SEA-MDW
SEA,MSY,139,137,137,SEA-MSY
ELP,SAN,137,137,137,ELP-SAN
MSY,SEA,137,139,137,MSY-SEA
SAN,ELP,137,137,137,SAN-ELP
DSM,LAS,137,136,136,DSM-LAS
LAS,DSM,136,137,136,LAS-DSM
MCI,MKE,135,142,135,MCI-MKE
MKE,MCI,142,135,135,MKE-MCI
LAS,SCK,135,135,135,LAS-SCK
SCK,LAS,135,135,135,SCK-LAS
BOS,LGB,135,134,134,BOS-LGB
CVG,TPA,134,134,134,CVG-TPA
TPA,CVG,134,134,134,TPA-CVG
LGB,BOS,134,135,134,LGB-BOS
MSP,XNA,133,133,133,MSP-XNA
XNA,MSP,133,133,133,XNA-MSP
MDW,CHS,133,133,133,MDW-CHS
PHL,CHO,133,134,133,PHL-CHO
CHO,PHL,134,133,133,CHO-PHL
CHS,MDW,133,133,133,CHS-MDW
IAH,GSP,132,132,132,IAH-GSP
PAH,CGI,132,143,132,PAH-CGI
GSP,IAH,132,132,132,GSP-IAH
OAK,LIH,132,132,132,OAK-LIH
BOS,SAV,133,132,132,BOS-SAV
SAV,BOS,132,133,132,SAV-BOS
LGA,DSM,132,132,132,LGA-DSM
LIH,OAK,132,132,132,LIH-OAK
CGI,PAH,143,132,132,CGI-PAH
DSM,LGA,132,132,132,DSM-LGA
MCI,IND,132,131,131,MCI-IND
MHT,MDW,131,131,131,MHT-MDW
MDW,MHT,131,131,131,MDW-MHT
IND,MCI,131,132,131,IND-MCI
RDU,IND,130,130,130,RDU-IND
IND,RDU,130,130,130,IND-RDU
SRQ,BOS,129,129,129,SRQ-BOS
RDU,PHX,129,129,129,RDU-PHX
CVG,STL,129,129,129,CVG-STL
MCO,SDF,131,129,129,MCO-SDF
STL,CVG,129,129,129,STL-CVG
OKC,DCA,129,133,129,OKC-DCA
DCA,OKC,133,129,129,DCA-OKC
